"","Area","Year","Private forprofit graduate","Violent crimes","Population","Total graduate","Public graduate","Private nonprofit graduate"
"1","Alabama","1950",NA,NA,3058,NA,NA,NA
"2","Alabama","1951",NA,NA,3059,NA,NA,NA
"3","Alabama","1952",NA,NA,3068,NA,NA,NA
"4","Alabama","1953",NA,NA,3053,NA,NA,NA
"5","Alabama","1954",NA,NA,3014,NA,NA,NA
"6","Alabama","1955",NA,NA,3050,NA,NA,NA
"7","Alabama","1956",NA,NA,3071,NA,NA,NA
"8","Alabama","1957",NA,NA,3109,NA,NA,NA
"9","Alabama","1958",NA,NA,3163,NA,NA,NA
"10","Alabama","1959",NA,NA,3204,NA,NA,NA
"11","Alabama","1960",NA,"6097",3267,NA,NA,NA
"12","Alabama","1961",NA,"5564",3316,NA,NA,NA
"13","Alabama","1962",NA,"5283",3323,NA,NA,NA
"14","Alabama","1963",NA,"6115",3358,NA,NA,NA
"15","Alabama","1964",NA,"7260",3395,NA,NA,NA
"16","Alabama","1965",NA,"6916",NA,NA,NA,NA
"17","Alabama","1966",NA,"8098",3464,NA,NA,NA
"18","Alabama","1967",NA,"8448",3458,NA,NA,NA
"19","Alabama","1968",NA,"8288",3446,NA,NA,NA
"20","Alabama","1969",NA,"8842",3440,NA,NA,NA
"21","Alabama","1970",NA,"10185",3444,NA,NA,NA
"22","Alabama","1971",NA,"10835",3497,NA,NA,NA
"23","Alabama","1972",NA,"10994",3539,NA,NA,NA
"24","Alabama","1973",NA,"12390",3580,NA,NA,NA
"25","Alabama","1974",NA,"13338",3626,NA,NA,NA
"26","Alabama","1975",NA,"14201",3679,NA,NA,NA
"27","Alabama","1976",NA,"14248",3735,NA,NA,NA
"28","Alabama","1977",NA,"15293",3780,NA,NA,NA
"29","Alabama","1978",NA,"15682",3832,NA,NA,NA
"30","Alabama","1979",NA,"15578",3866,NA,NA,NA
"31","Alabama","1980",NA,"17320",3894,NA,NA,NA
"32","Alabama","1981",NA,"18423",3919,NA,NA,NA
"33","Alabama","1982",NA,"17653",3925,NA,NA,NA
"34","Alabama","1983",NA,"16471",3934,NA,NA,NA
"35","Alabama","1984",NA,"17204",3952,NA,NA,NA
"36","Alabama","1985",NA,"18398",3973,NA,NA,NA
"37","Alabama","1986",NA,"22616",3992,NA,NA,NA
"38","Alabama","1987",NA,"22833",4015,NA,NA,NA
"39","Alabama","1988",NA,"23052",4024,NA,NA,NA
"40","Alabama","1989",NA,"24329",4030,NA,NA,NA
"41","Alabama","1990",NA,"28630",4041,NA,NA,NA
"42","Alabama","1991",NA,"34518",4082.1,NA,NA,NA
"43","Alabama","1992",NA,"36052",4123.2,NA,NA,NA
"44","Alabama","1993",NA,"32676",4164.3,NA,NA,NA
"45","Alabama","1994",NA,"28844",4205.4,NA,NA,NA
"46","Alabama","1995",NA,"26894",4246.5,NA,NA,NA
"47","Alabama","1996",NA,"24159",4287.6,NA,NA,NA
"48","Alabama","1997",NA,"24379",4328.7,NA,NA,NA
"49","Alabama","1998",NA,"22286",4369.8,NA,NA,NA
"50","Alabama","1999",NA,"21421",4410.9,NA,NA,NA
"51","Alabama","2000",NA,"21620",4452,NA,NA,NA
"52","Alabama","2001",169,"19582",4468,20823,17210,3444
"53","Alabama","2002",93,"19931",4480,20314,16757,3464
"54","Alabama","2003",149,"19331",4503,20479,16950,3380
"55","Alabama","2004",177,"19324",4531,21386,17643,3566
"56","Alabama","2005",257,"19678",4570,21616,17810,3549
"57","Alabama","2006",251,"19553",4629,21995,18332,3412
"58","Alabama","2007",254,"20775",4673,21981,18499,3228
"59","Alabama","2008",715,"21110",4718,23448,18926,3807
"60","Alabama","2009",869,"21194",4758,24245,19928,3448
"61","Alabama","2010",1560,"18363",4780,25686,20633,3488
"62","Alabama","2011",NA,"20166",NA,NA,NA,NA
"63","Alabama","2012",NA,"21693",NA,NA,NA,NA
"64","Alaska","1950",NA,NA,135,NA,NA,NA
"65","Alaska","1951",NA,NA,158,NA,NA,NA
"66","Alaska","1952",NA,NA,189,NA,NA,NA
"67","Alaska","1953",NA,NA,205,NA,NA,NA
"68","Alaska","1954",NA,NA,215,NA,NA,NA
"69","Alaska","1955",NA,NA,222,NA,NA,NA
"70","Alaska","1956",NA,NA,224,NA,NA,NA
"71","Alaska","1957",NA,NA,231,NA,NA,NA
"72","Alaska","1958",NA,NA,224,NA,NA,NA
"73","Alaska","1959",NA,NA,224,NA,NA,NA
"74","Alaska","1960",NA,"236",226,NA,NA,NA
"75","Alaska","1961",NA,"208",238,NA,NA,NA
"76","Alaska","1962",NA,"225",246,NA,NA,NA
"77","Alaska","1963",NA,"272",256,NA,NA,NA
"78","Alaska","1964",NA,"375",263,NA,NA,NA
"79","Alaska","1965",NA,"377",NA,NA,NA,NA
"80","Alaska","1966",NA,"409",271,NA,NA,NA
"81","Alaska","1967",NA,"437",278,NA,NA,NA
"82","Alaska","1968",NA,"486",285,NA,NA,NA
"83","Alaska","1969",NA,"624",296,NA,NA,NA
"84","Alaska","1970",NA,"840",302,NA,NA,NA
"85","Alaska","1971",NA,"1112",316,NA,NA,NA
"86","Alaska","1972",NA,"1204",324,NA,NA,NA
"87","Alaska","1973",NA,"1269",331,NA,NA,NA
"88","Alaska","1974",NA,"1527",341,NA,NA,NA
"89","Alaska","1975",NA,"1900",376,NA,NA,NA
"90","Alaska","1976",NA,"2063",401,NA,NA,NA
"91","Alaska","1977",NA,"1804",403,NA,NA,NA
"92","Alaska","1978",NA,"1781",405,NA,NA,NA
"93","Alaska","1979",NA,"1994",403,NA,NA,NA
"94","Alaska","1980",NA,"1919",402,NA,NA,NA
"95","Alaska","1981",NA,"2537",418,NA,NA,NA
"96","Alaska","1982",NA,"2732",450,NA,NA,NA
"97","Alaska","1983",NA,"2940",488,NA,NA,NA
"98","Alaska","1984",NA,"3108",514,NA,NA,NA
"99","Alaska","1985",NA,"3031",532,NA,NA,NA
"100","Alaska","1986",NA,"3046",544,NA,NA,NA
"101","Alaska","1987",NA,"2391",539,NA,NA,NA
"102","Alaska","1988",NA,"2682",542,NA,NA,NA
"103","Alaska","1989",NA,"2623",547,NA,NA,NA
"104","Alaska","1990",NA,"2885",550,NA,NA,NA
"105","Alaska","1991",NA,"3499",557.8,NA,NA,NA
"106","Alaska","1992",NA,"3877",565.6,NA,NA,NA
"107","Alaska","1993",NA,"4557",573.4,NA,NA,NA
"108","Alaska","1994",NA,"4644",581.2,NA,NA,NA
"109","Alaska","1995",NA,"4656",589,NA,NA,NA
"110","Alaska","1996",NA,"4417",596.8,NA,NA,NA
"111","Alaska","1997",NA,"4270",604.6,NA,NA,NA
"112","Alaska","1998",NA,"4015",612.4,NA,NA,NA
"113","Alaska","1999",NA,"3908",620.2,NA,NA,NA
"114","Alaska","2000",NA,"3554",628,NA,NA,NA
"115","Alaska","2001",0,"3735",634,1338,1232,106
"116","Alaska","2002",0,"3627",642,1377,1277,100
"117","Alaska","2003",8,"3877",648,1363,1245,110
"118","Alaska","2004",4,"4159",659,1405,1288,113
"119","Alaska","2005",20,"4194",667,1427,1304,103
"120","Alaska","2006",30,"4610",675,1573,1443,100
"121","Alaska","2007",9,"4520",680,1512,1419,84
"122","Alaska","2008",16,"4475",687,1498,1408,74
"123","Alaska","2009",24,"4424",699,1626,1527,75
"124","Alaska","2010",30,"4537",710,1619,1498,91
"125","Alaska","2011",NA,"4416",NA,NA,NA,NA
"126","Alaska","2012",NA,"4412",NA,NA,NA,NA
"127","Arizona","1950",NA,NA,756,NA,NA,NA
"128","Arizona","1951",NA,NA,785,NA,NA,NA
"129","Arizona","1952",NA,NA,842,NA,NA,NA
"130","Arizona","1953",NA,NA,894,NA,NA,NA
"131","Arizona","1954",NA,NA,933,NA,NA,NA
"132","Arizona","1955",NA,NA,987,NA,NA,NA
"133","Arizona","1956",NA,NA,1053,NA,NA,NA
"134","Arizona","1957",NA,NA,1125,NA,NA,NA
"135","Arizona","1958",NA,NA,1193,NA,NA,NA
"136","Arizona","1959",NA,NA,1261,NA,NA,NA
"137","Arizona","1960",NA,"2704",1302,NA,NA,NA
"138","Arizona","1961",NA,"2288",1407,NA,NA,NA
"139","Arizona","1962",NA,"2610",1471,NA,NA,NA
"140","Arizona","1963",NA,"3027",1521,NA,NA,NA
"141","Arizona","1964",NA,"3368",1556,NA,NA,NA
"142","Arizona","1965",NA,"3092",NA,NA,NA,NA
"143","Arizona","1966",NA,"3272",1614,NA,NA,NA
"144","Arizona","1967",NA,"3892",1646,NA,NA,NA
"145","Arizona","1968",NA,"4402",1682,NA,NA,NA
"146","Arizona","1969",NA,"5742",1737,NA,NA,NA
"147","Arizona","1970",NA,"6564",1772,NA,NA,NA
"148","Arizona","1971",NA,"7407",1896,NA,NA,NA
"149","Arizona","1972",NA,"8731",2008,NA,NA,NA
"150","Arizona","1973",NA,"9877",2124,NA,NA,NA
"151","Arizona","1974",NA,"12202",2223,NA,NA,NA
"152","Arizona","1975",NA,"12184",2285,NA,NA,NA
"153","Arizona","1976",NA,"10335",2346,NA,NA,NA
"154","Arizona","1977",NA,"11347",2425,NA,NA,NA
"155","Arizona","1978",NA,"12996",2515,NA,NA,NA
"156","Arizona","1979",NA,"14528",2636,NA,NA,NA
"157","Arizona","1980",NA,"17673",2718,NA,NA,NA
"158","Arizona","1981",NA,"16082",2810,NA,NA,NA
"159","Arizona","1982",NA,"14785",2890,NA,NA,NA
"160","Arizona","1983",NA,"14642",2969,NA,NA,NA
"161","Arizona","1984",NA,"15756",3067,NA,NA,NA
"162","Arizona","1985",NA,"19202",3184,NA,NA,NA
"163","Arizona","1986",NA,"21835",3308,NA,NA,NA
"164","Arizona","1987",NA,"20742",3437,NA,NA,NA
"165","Arizona","1988",NA,"21147",3535,NA,NA,NA
"166","Arizona","1989",NA,"21320",3622,NA,NA,NA
"167","Arizona","1990",NA,"23911",3665,NA,NA,NA
"168","Arizona","1991",NA,"25152",3814.6,NA,NA,NA
"169","Arizona","1992",NA,"25706",3964.2,NA,NA,NA
"170","Arizona","1993",NA,"28142",4113.8,NA,NA,NA
"171","Arizona","1994",NA,"28653",4263.4,NA,NA,NA
"172","Arizona","1995",NA,"30095",4413,NA,NA,NA
"173","Arizona","1996",NA,"27963",4562.6,NA,NA,NA
"174","Arizona","1997",NA,"28411",4712.2,NA,NA,NA
"175","Arizona","1998",NA,"26984",4861.8,NA,NA,NA
"176","Arizona","1999",NA,"26334",5011.4,NA,NA,NA
"177","Arizona","2000",NA,"27281",5161,NA,NA,NA
"178","Arizona","2001",2614,"28675",5273,19589,15593,1382
"179","Arizona","2002",3009,"30171",5396,20468,16123,1336
"180","Arizona","2003",2934,"28638",5510,21065,16697,1434
"181","Arizona","2004",3175,"28952",5652,21752,17350,1227
"182","Arizona","2005",3095,"30478",5839,22439,18299,1045
"183","Arizona","2006",3016,"33456",6029,22417,18302,1099
"184","Arizona","2007",3371,"32835",6168,22946,18570,1005
"185","Arizona","2008",3293,"31567",6280,23501,19198,1010
"186","Arizona","2009",3805,"28128",6343,25012,20294,913
"187","Arizona","2010",4315,"26528",6392,26305,21037,953
"188","Arizona","2011",NA,"26789",NA,NA,NA,NA
"189","Arizona","2012",NA,"28108",NA,NA,NA,NA
"190","Arkansas","1950",NA,NA,1908,NA,NA,NA
"191","Arkansas","1951",NA,NA,1901,NA,NA,NA
"192","Arkansas","1952",NA,NA,1838,NA,NA,NA
"193","Arkansas","1953",NA,NA,1780,NA,NA,NA
"194","Arkansas","1954",NA,NA,1734,NA,NA,NA
"195","Arkansas","1955",NA,NA,1725,NA,NA,NA
"196","Arkansas","1956",NA,NA,1704,NA,NA,NA
"197","Arkansas","1957",NA,NA,1733,NA,NA,NA
"198","Arkansas","1958",NA,NA,1726,NA,NA,NA
"199","Arkansas","1959",NA,NA,1756,NA,NA,NA
"200","Arkansas","1960",NA,"1924",1786,NA,NA,NA
"201","Arkansas","1961",NA,"1809",1806,NA,NA,NA
"202","Arkansas","1962",NA,"1667",1853,NA,NA,NA
"203","Arkansas","1963",NA,"1991",1875,NA,NA,NA
"204","Arkansas","1964",NA,"2641",1897,NA,NA,NA
"205","Arkansas","1965",NA,"2662",NA,NA,NA,NA
"206","Arkansas","1966",NA,"3185",1899,NA,NA,NA
"207","Arkansas","1967",NA,"4320",1901,NA,NA,NA
"208","Arkansas","1968",NA,"4360",1902,NA,NA,NA
"209","Arkansas","1969",NA,"4390",1913,NA,NA,NA
"210","Arkansas","1970",NA,"4276",1923,NA,NA,NA
"211","Arkansas","1971",NA,"4680",1972,NA,NA,NA
"212","Arkansas","1972",NA,"4840",2019,NA,NA,NA
"213","Arkansas","1973",NA,"5905",2059,NA,NA,NA
"214","Arkansas","1974",NA,"6521",2101,NA,NA,NA
"215","Arkansas","1975",NA,"7369",2160,NA,NA,NA
"216","Arkansas","1976",NA,"6410",2170,NA,NA,NA
"217","Arkansas","1977",NA,"6924",2209,NA,NA,NA
"218","Arkansas","1978",NA,"7522",2243,NA,NA,NA
"219","Arkansas","1979",NA,"7984",2271,NA,NA,NA
"220","Arkansas","1980",NA,"7656",2286,NA,NA,NA
"221","Arkansas","1981",NA,"7119",2293,NA,NA,NA
"222","Arkansas","1982",NA,"7438",2294,NA,NA,NA
"223","Arkansas","1983",NA,"6930",2306,NA,NA,NA
"224","Arkansas","1984",NA,"7549",2320,NA,NA,NA
"225","Arkansas","1985",NA,"8199",2327,NA,NA,NA
"226","Arkansas","1986",NA,"9365",2332,NA,NA,NA
"227","Arkansas","1987",NA,"9839",2342,NA,NA,NA
"228","Arkansas","1988",NA,"10237",2343,NA,NA,NA
"229","Arkansas","1989",NA,"11397",2346,NA,NA,NA
"230","Arkansas","1990",NA,"12511",2351,NA,NA,NA
"231","Arkansas","1991",NA,"14072",2383.8,NA,NA,NA
"232","Arkansas","1992",NA,"13831",2416.6,NA,NA,NA
"233","Arkansas","1993",NA,"14381",2449.4,NA,NA,NA
"234","Arkansas","1994",NA,"14598",2482.2,NA,NA,NA
"235","Arkansas","1995",NA,"13741",2515,NA,NA,NA
"236","Arkansas","1996",NA,"13161",2547.8,NA,NA,NA
"237","Arkansas","1997",NA,"13293",2580.6,NA,NA,NA
"238","Arkansas","1998",NA,"12442",2613.4,NA,NA,NA
"239","Arkansas","1999",NA,"10848",2646.2,NA,NA,NA
"240","Arkansas","2000",NA,"11904",2679,NA,NA,NA
"241","Arkansas","2001",0,"12190",2692,9628,7610,2018
"242","Arkansas","2002",0,"11501",2706,10078,8009,2069
"243","Arkansas","2003",0,"12449",2725,10591,8449,2142
"244","Arkansas","2004",0,"13814",2750,10784,8537,2247
"245","Arkansas","2005",0,"14670",2781,11191,8843,2348
"246","Arkansas","2006",22,"15538",2822,11340,8935,2383
"247","Arkansas","2007",44,"15226",2849,11479,9188,2247
"248","Arkansas","2008",47,"14649",2875,11574,9306,2221
"249","Arkansas","2009",91,"14905",2897,12027,9680,2256
"250","Arkansas","2010",110,"14711",2916,12523,10032,2381
"251","Arkansas","2011",NA,"14173",NA,NA,NA,NA
"252","Arkansas","2012",NA,"13835",NA,NA,NA,NA
"253","California","1950",NA,NA,10677,NA,NA,NA
"254","California","1951",NA,NA,11134,NA,NA,NA
"255","California","1952",NA,NA,11635,NA,NA,NA
"256","California","1953",NA,NA,12251,NA,NA,NA
"257","California","1954",NA,NA,12746,NA,NA,NA
"258","California","1955",NA,NA,13133,NA,NA,NA
"259","California","1956",NA,NA,13713,NA,NA,NA
"260","California","1957",NA,NA,14264,NA,NA,NA
"261","California","1958",NA,NA,14880,NA,NA,NA
"262","California","1959",NA,NA,15467,NA,NA,NA
"263","California","1960",NA,"37558",15717,NA,NA,NA
"264","California","1961",NA,"38154",16497,NA,NA,NA
"265","California","1962",NA,"39846",17072,NA,NA,NA
"266","California","1963",NA,"42419",17668,NA,NA,NA
"267","California","1964",NA,"48026",18151,NA,NA,NA
"268","California","1965",NA,"52490",NA,NA,NA,NA
"269","California","1966",NA,"57718",18858,NA,NA,NA
"270","California","1967",NA,"67446",19176,NA,NA,NA
"271","California","1968",NA,"81293",19394,NA,NA,NA
"272","California","1969",NA,"89878",19711,NA,NA,NA
"273","California","1970",NA,"94741",19953,NA,NA,NA
"274","California","1971",NA,"104872",20346,NA,NA,NA
"275","California","1972",NA,"110667",20585,NA,NA,NA
"276","California","1973",NA,"116563",20869,NA,NA,NA
"277","California","1974",NA,"127658",21174,NA,NA,NA
"278","California","1975",NA,"138842",21538,NA,NA,NA
"279","California","1976",NA,"144041",21936,NA,NA,NA
"280","California","1977",NA,"154582",22352,NA,NA,NA
"281","California","1978",NA,"165626",22836,NA,NA,NA
"282","California","1979",NA,"184087",23257,NA,NA,NA
"283","California","1980",NA,"210290",23668,NA,NA,NA
"284","California","1981",NA,"208485",24286,NA,NA,NA
"285","California","1982",NA,"201429",24820,NA,NA,NA
"286","California","1983",NA,"194491",25360,NA,NA,NA
"287","California","1984",NA,"195589",25844,NA,NA,NA
"288","California","1985",NA,"201763",26441,NA,NA,NA
"289","California","1986",NA,"248370",27102,NA,NA,NA
"290","California","1987",NA,"253943",27777,NA,NA,NA
"291","California","1988",NA,"261912",28464,NA,NA,NA
"292","California","1989",NA,"284136",29218,NA,NA,NA
"293","California","1990",NA,"311051",29760,NA,NA,NA
"294","California","1991",NA,"331122",30182.8,NA,NA,NA
"295","California","1992",NA,"345624",30605.6,NA,NA,NA
"296","California","1993",NA,"336381",31028.4,NA,NA,NA
"297","California","1994",NA,"318395",31451.2,NA,NA,NA
"298","California","1995",NA,"305154",31874,NA,NA,NA
"299","California","1996",NA,"274996",32296.8,NA,NA,NA
"300","California","1997",NA,"257582",32719.6,NA,NA,NA
"301","California","1998",NA,"229883",33142.4,NA,NA,NA
"302","California","1999",NA,"207879",33565.2,NA,NA,NA
"303","California","2000",NA,"210531",33988,NA,NA,NA
"304","California","2001",5880,"212867",34479,123382,89959,27543
"305","California","2002",6475,"208388",34872,131152,96179,28498
"306","California","2003",7148,"205551",35253,135844,98809,29887
"307","California","2004",8272,"189175",35575,142418,104322,29824
"308","California","2005",8653,"190178",35828,146959,107630,30676
"309","California","2006",9022,"194483",36021,151021,110990,31009
"310","California","2007",9261,"191561",36250,153312,112661,31381
"311","California","2008",10273,"185329",36604,158652,116177,32202
"312","California","2009",12089,"174934",36961,160930,117309,31532
"313","California","2010",12404,"164133",37254,164234,120274,31556
"314","California","2011",NA,"154943",NA,NA,NA,NA
"315","California","2012",NA,"160944",NA,NA,NA,NA
"316","Colorado","1950",NA,NA,1325,NA,NA,NA
"317","Colorado","1951",NA,NA,1326,NA,NA,NA
"318","Colorado","1952",NA,NA,1365,NA,NA,NA
"319","Colorado","1953",NA,NA,1431,NA,NA,NA
"320","Colorado","1954",NA,NA,1493,NA,NA,NA
"321","Colorado","1955",NA,NA,1546,NA,NA,NA
"322","Colorado","1956",NA,NA,1625,NA,NA,NA
"323","Colorado","1957",NA,NA,1664,NA,NA,NA
"324","Colorado","1958",NA,NA,1667,NA,NA,NA
"325","Colorado","1959",NA,NA,1710,NA,NA,NA
"326","Colorado","1960",NA,"2408",1754,NA,NA,NA
"327","Colorado","1961",NA,"2659",1844,NA,NA,NA
"328","Colorado","1962",NA,"2990",1899,NA,NA,NA
"329","Colorado","1963",NA,"2555",1936,NA,NA,NA
"330","Colorado","1964",NA,"3119",1970,NA,NA,NA
"331","Colorado","1965",NA,"3007",NA,NA,NA,NA
"332","Colorado","1966",NA,"3340",2007,NA,NA,NA
"333","Colorado","1967",NA,"3789",2053,NA,NA,NA
"334","Colorado","1968",NA,"5387",2120,NA,NA,NA
"335","Colorado","1969",NA,"6275",2166,NA,NA,NA
"336","Colorado","1970",NA,"7874",2207,NA,NA,NA
"337","Colorado","1971",NA,"8530",2304,NA,NA,NA
"338","Colorado","1972",NA,"9555",2405,NA,NA,NA
"339","Colorado","1973",NA,"10088",2496,NA,NA,NA
"340","Colorado","1974",NA,"10728",2541,NA,NA,NA
"341","Colorado","1975",NA,"11735",2586,NA,NA,NA
"342","Colorado","1976",NA,"10770",2632,NA,NA,NA
"343","Colorado","1977",NA,"13407",2696,NA,NA,NA
"344","Colorado","1978",NA,"13296",2767,NA,NA,NA
"345","Colorado","1979",NA,"14472",2849,NA,NA,NA
"346","Colorado","1980",NA,"15215",2890,NA,NA,NA
"347","Colorado","1981",NA,"15755",2978,NA,NA,NA
"348","Colorado","1982",NA,"15354",3062,NA,NA,NA
"349","Colorado","1983",NA,"14955",3134,NA,NA,NA
"350","Colorado","1984",NA,"14548",3170,NA,NA,NA
"351","Colorado","1985",NA,"15219",3209,NA,NA,NA
"352","Colorado","1986",NA,"17105",3237,NA,NA,NA
"353","Colorado","1987",NA,"15409",3260,NA,NA,NA
"354","Colorado","1988",NA,"15548",3262,NA,NA,NA
"355","Colorado","1989",NA,"15636",3276,NA,NA,NA
"356","Colorado","1990",NA,"17328",3294,NA,NA,NA
"357","Colorado","1991",NA,"18887",3397.3,NA,NA,NA
"358","Colorado","1992",NA,"20086",3500.6,NA,NA,NA
"359","Colorado","1993",NA,"20229",3603.9,NA,NA,NA
"360","Colorado","1994",NA,"18632",3707.2,NA,NA,NA
"361","Colorado","1995",NA,"16494",3810.5,NA,NA,NA
"362","Colorado","1996",NA,"15463",3913.8,NA,NA,NA
"363","Colorado","1997",NA,"14139",4017.1,NA,NA,NA
"364","Colorado","1998",NA,"15008",4120.4,NA,NA,NA
"365","Colorado","1999",NA,"13811",4223.7,NA,NA,NA
"366","Colorado","2000",NA,"14367",4327,NA,NA,NA
"367","Colorado","2001",956,"15492",4426,22272,18277,3039
"368","Colorado","2002",1095,"15882",4490,23216,19109,3012
"369","Colorado","2003",1302,"15757",4529,24260,19865,3093
"370","Colorado","2004",1534,"17121",4575,25247,20275,3438
"371","Colorado","2005",1616,"18498",4632,25997,20976,3405
"372","Colorado","2006",1902,"18794",4720,26938,21690,3346
"373","Colorado","2007",1847,"17101",4804,26902,21425,3630
"374","Colorado","2008",2029,"17480",4890,27731,21939,3763
"375","Colorado","2009",1848,"17022",4972,27425,21639,3938
"376","Colorado","2010",1822,"16339",5029,27545,21840,3883
"377","Colorado","2011",NA,"16085",NA,NA,NA,NA
"378","Colorado","2012",NA,"16023",NA,NA,NA,NA
"379","Connecticut","1950",NA,NA,2016,NA,NA,NA
"380","Connecticut","1951",NA,NA,2028,NA,NA,NA
"381","Connecticut","1952",NA,NA,2081,NA,NA,NA
"382","Connecticut","1953",NA,NA,2168,NA,NA,NA
"383","Connecticut","1954",NA,NA,2249,NA,NA,NA
"384","Connecticut","1955",NA,NA,2300,NA,NA,NA
"385","Connecticut","1956",NA,NA,2316,NA,NA,NA
"386","Connecticut","1957",NA,NA,2359,NA,NA,NA
"387","Connecticut","1958",NA,NA,2446,NA,NA,NA
"388","Connecticut","1959",NA,NA,2523,NA,NA,NA
"389","Connecticut","1960",NA,"928",2535,NA,NA,NA
"390","Connecticut","1961",NA,"878",2586,NA,NA,NA
"391","Connecticut","1962",NA,"938",2647,NA,NA,NA
"392","Connecticut","1963",NA,"1192",2727,NA,NA,NA
"393","Connecticut","1964",NA,"1773",2798,NA,NA,NA
"394","Connecticut","1965",NA,"1973",NA,NA,NA,NA
"395","Connecticut","1966",NA,"2146",2903,NA,NA,NA
"396","Connecticut","1967",NA,"2804",2935,NA,NA,NA
"397","Connecticut","1968",NA,"3825",2964,NA,NA,NA
"398","Connecticut","1969",NA,"4415",3000,NA,NA,NA
"399","Connecticut","1970",NA,"5167",3032,NA,NA,NA
"400","Connecticut","1971",NA,"5968",3061,NA,NA,NA
"401","Connecticut","1972",NA,"6138",3069,NA,NA,NA
"402","Connecticut","1973",NA,"6421",3068,NA,NA,NA
"403","Connecticut","1974",NA,"7045",3074,NA,NA,NA
"404","Connecticut","1975",NA,"8308",3082,NA,NA,NA
"405","Connecticut","1976",NA,"8516",3083,NA,NA,NA
"406","Connecticut","1977",NA,"8774",3086,NA,NA,NA
"407","Connecticut","1978",NA,"9762",3092,NA,NA,NA
"408","Connecticut","1979",NA,"12902",3096,NA,NA,NA
"409","Connecticut","1980",NA,"12768",3108,NA,NA,NA
"410","Connecticut","1981",NA,"14033",3129,NA,NA,NA
"411","Connecticut","1982",NA,"12597",3139,NA,NA,NA
"412","Connecticut","1983",NA,"11767",3162,NA,NA,NA
"413","Connecticut","1984",NA,"12422",3180,NA,NA,NA
"414","Connecticut","1985",NA,"12758",3201,NA,NA,NA
"415","Connecticut","1986",NA,"13578",3224,NA,NA,NA
"416","Connecticut","1987",NA,"13455",3247,NA,NA,NA
"417","Connecticut","1988",NA,"14759",3272,NA,NA,NA
"418","Connecticut","1989",NA,"16576",3283,NA,NA,NA
"419","Connecticut","1990",NA,"18201",3287,NA,NA,NA
"420","Connecticut","1991",NA,"17761",3299.5,NA,NA,NA
"421","Connecticut","1992",NA,"16252",3312,NA,NA,NA
"422","Connecticut","1993",NA,"14949",3324.5,NA,NA,NA
"423","Connecticut","1994",NA,"14916",3337,NA,NA,NA
"424","Connecticut","1995",NA,"13293",3349.5,NA,NA,NA
"425","Connecticut","1996",NA,"13490",3362,NA,NA,NA
"426","Connecticut","1997",NA,"12781",3374.5,NA,NA,NA
"427","Connecticut","1998",NA,"11993",3387,NA,NA,NA
"428","Connecticut","1999",NA,"11342",3399.5,NA,NA,NA
"429","Connecticut","2000",NA,"11058",3412,NA,NA,NA
"430","Connecticut","2001",36,"11492",3433,14245,6898,7311
"431","Connecticut","2002",28,"10807",3459,14809,7116,7665
"432","Connecticut","2003",25,"11045",3484,16034,7934,8075
"433","Connecticut","2004",38,"10113",3496,16853,8359,8456
"434","Connecticut","2005",228,"9542",3507,16833,8722,7883
"435","Connecticut","2006",243,"10505",3517,17997,9556,8198
"436","Connecticut","2007",226,"10547",3527,18520,9600,8694
"437","Connecticut","2008",251,"10737",3546,18938,10073,8614
"438","Connecticut","2009",284,"10588",3562,19178,10077,8817
"439","Connecticut","2010",151,"10083",3574,19680,10332,9197
"440","Connecticut","2011",NA,"9889",NA,NA,NA,NA
"441","Connecticut","2012",NA,"10160",NA,NA,NA,NA
"442","Delaware","1950",NA,NA,321,NA,NA,NA
"443","Delaware","1951",NA,NA,331,NA,NA,NA
"444","Delaware","1952",NA,NA,341,NA,NA,NA
"445","Delaware","1953",NA,NA,351,NA,NA,NA
"446","Delaware","1954",NA,NA,368,NA,NA,NA
"447","Delaware","1955",NA,NA,389,NA,NA,NA
"448","Delaware","1956",NA,NA,408,NA,NA,NA
"449","Delaware","1957",NA,NA,426,NA,NA,NA
"450","Delaware","1958",NA,NA,433,NA,NA,NA
"451","Delaware","1959",NA,NA,441,NA,NA,NA
"452","Delaware","1960",NA,"375",446,NA,NA,NA
"453","Delaware","1961",NA,"318",461,NA,NA,NA
"454","Delaware","1962",NA,"338",469,NA,NA,NA
"455","Delaware","1963",NA,"424",483,NA,NA,NA
"456","Delaware","1964",NA,"541",497,NA,NA,NA
"457","Delaware","1965",NA,"561",NA,NA,NA,NA
"458","Delaware","1966",NA,"655",516,NA,NA,NA
"459","Delaware","1967",NA,"948",525,NA,NA,NA
"460","Delaware","1968",NA,"1288",534,NA,NA,NA
"461","Delaware","1969",NA,"1588",540,NA,NA,NA
"462","Delaware","1970",NA,"1795",548,NA,NA,NA
"463","Delaware","1971",NA,"2060",565,NA,NA,NA
"464","Delaware","1972",NA,"2181",573,NA,NA,NA
"465","Delaware","1973",NA,"2016",578,NA,NA,NA
"466","Delaware","1974",NA,"2539",581,NA,NA,NA
"467","Delaware","1975",NA,"2270",587,NA,NA,NA
"468","Delaware","1976",NA,"1872",590,NA,NA,NA
"469","Delaware","1977",NA,"2224",592,NA,NA,NA
"470","Delaware","1978",NA,"2569",595,NA,NA,NA
"471","Delaware","1979",NA,"3127",595,NA,NA,NA
